,Tweet
696,@Femi_Sorry This is what farmers think about your beloved pets if they become a nuisance to them trying to exploit… https://t.co/7HZfvQWIB3
697,"@rohini_sgh actually black day for sankranti. It is festive time for farmers. today, another assault on farmers. Bu… https://t.co/xmg4RLxssj"
698,Support farmers Challenge #FarmersDoneWithModiJumlas #farmerprotest #Farmers https://t.co/ZEDy2cBMSQ
699,@narendramodi Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
700,@news7tamil Farmers crops welcoming rising sun.
701,"#FarmersrProtest
Farmers are the backbone of India

👉Godi media termed protesting farmers as terrorist and khalista… https://t.co/xTDfsjs76A"
702,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/PYVXysEr32
703,@KanganaTeam @diljitdosanjh Let me also give an example why we don’t want these bills to pass ! You already know th… https://t.co/puBdk2kDb9
704,@ndtv @AmitShah Be grateful that the farmer provided you food after what you did in Delhi to stop the voices of dissent of the farmers.
705,"@PMOIndia @narendramodi
@JPNadda  @blsanthosh @ArunSinghbjp @myogioffice @BJP4India @amitmalviya @AmitShah… https://t.co/OD20FXdxWh"
706,@narendramodi Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
707,@niddu9 Farmers crops depend on rising sun.
708,"How will you fool the world now?
This is oppression of Indian farmers by bringing corporate favouring farmers law.… https://t.co/eiX6wA6gDD"
709,"My Salute to Doctors who install Medical camps at the place of Farmers agitation. 
Jayaho Farmers
Jayaho Doctors"
710,@Farmerprotest20 @KirtanHora @diljitdosanjh @navpreetpabla Did you heard these guys who gave such Statements in jai… https://t.co/a27ZShPJjT
711,Now read it. #kisanandolan #FarmersBill https://t.co/NJ8UmYibA1
712,"Inquilaab Zindabaad: Why Sikhs all over the world are protesting with farmers in India
 https://t.co/b3teXd1eC5"
713,Just posted a photo @ Charlotte Regional Farmers Market https://t.co/Ve0jWCC5ks
714,@htTweets @narendramodi Nobody served nation much better than farmers and defence personnel  but you ignore both.
715,@narendramodi Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
716,Farm laws have not been introduced overnight: PM Modi tells MP farmers https://t.co/JrwQ1E02Jf
717,#FarmersDoneWithModiJumlas Modi needs to understand the officers who drafted these laws have sold their souls to co… https://t.co/lEhUaKQJpl
718,"Since liberals fear Indian farmers could lose their land to Adani &amp; Ambani:

Did you know that Harvard, Princeton,… https://t.co/k8XYJcmXbF"
719,"This is funny 

#FarmersDoneWithModiJumlas
Farmers Protest 
 @tractor2twitr https://t.co/GAKRp35jp9"
720,Hav u seen a single rich person go bankrupt after demonetisation bcoz they lost all their black money. But u can se… https://t.co/EFy9bQXJt3
721,@Multanii12 @ArunVis53451302 @AdaniOnline Why govt agree coz farmers asked for those then suddenly took u turn.. In… https://t.co/lwDqwnNHdr
722,‘Agriculture reforms initiated six months back have started benefitting farmers’: PM Modi https://t.co/fUigf2tVIV
723,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/3DDDNYDTKv
724,"@RaiDarbar @56Dtweets Naah, IIRC you wanted farmers to die just to make it more interesting"
725,@Tractor2twitr Farmers are not alone. #NRIsChaloDelhi #Tractor2Twitter
726,@narendramodi @nstomar Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
727,"#NTKRejectsFarmersBill
#TamilsStandWithFarmers 
@Kisanektamorcha @ITwingNTK 
Farmers are back bone of all human bei… https://t.co/rehO8GTs2n"
728,"@TruthWins476 @KanganaTeam A few farmers were asked about the bill by a journalist, none of them knew about it. They said ask our leaders."
729,@4th_26 @Sherman8tr @tokitaeII @WashYourHands55 @SenRonJohnson And the money to farmers didn't get to the family fa… https://t.co/cHZVyNpX9I
730,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/3WFKuhpBdk
731,An investigation by Junputh  and NH revealed that those who met the PM during his Kutch visit were BJP activists fr… https://t.co/fxZWcagCGs
732,@narendramodi Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
733,"@nalinkateel According to you even farmers may sale their products, whether it's in MSP""S or otherwise at their own rates ?."
734,Why do we make ourselves so vulnerable to the anti-India brigade?: Kangana Ranaut releases video after PM Modi expo… https://t.co/0vZpeC1Cec
735,@harbhajan_singh @narendramodi @PMOIndia We all are stand with farmers but what is this ??? https://t.co/MPv6xNWJ4r
736,Thank you @ReallySwara for supporting farmers 🙏 #FarmersProtest https://t.co/pTiKEgHP1A
737,Modi never with Farmers... #ModiWithFarmersIsAJumla #FarmersDoneWithModiJumlas https://t.co/tDjMTnmySM
738,@KanganaTeam If you have the right to protest for your office then farmers are protesting for their rights end the… https://t.co/Bb9VvwZxPb
739,The Indian farmers protest!!These are INDIAN farmers dear PM&amp; u r PM 4 them all.Not just the PM of the andh bhakts… https://t.co/UlRr0JEXCN
740,@narendramodi @NStomer Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
741,‘You can keep all the credit’: PM Modi attacks opposition over farmers’ protests https://t.co/UHsRptG65H
742,Regarding the Farm laws  Government can consider implementing the Farm Laws in States where there is no opposition.… https://t.co/C1J0ACvZMA
743,"Briquetting plant in Patiala, Punjab would not only help check environmental pollution but will also enable farmers… https://t.co/0So31T9Og7"
744,@KornichVika Oh nice! I enjoy UW Madison and the capital area farmers market during summer! I also went to Boulders… https://t.co/kZYzIxRLoA
745,@YasyaYadav94 Is this farmers protest or Sign contest? Time will prove who is clown and who will have winning crown… https://t.co/i55ib3KicF
746,@Tarande30444358 @shantanu1408 @KanganaTeam @nstomar @NitishKumar Indeed bro. Idk why people have problems if the o… https://t.co/2AgOBid41Y
747,@narendramodi @nstomar What about the farmers emotions. Is govt care for them
748,@chetana_cg Please see @ppbajpai tweet. News channels have been instructed to only focus on #AmitShah #WestBengal… https://t.co/TkPjYjjr7e
749,@ParaRjs @kkhushal9 It's difficult for the selfish bureaucrat to think that Punjabi farmers are fighting not  for t… https://t.co/Hli0aPxQHu
750,@narendramodi Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
751,"@aajtak @sardanarohit fact check of narendrmodi performance in Delhi 
Corona @ 1 crore
Petrol @ ₹90
GDP @ -7.9%
Job… https://t.co/wp4OarhWxJ"
752,"Kisan from Punjab &amp; Haryana - Vadra Congress farmers But 
#West UP farmers - Who are ? 
खाँमे खाँ - Lost of time on… https://t.co/Ju6F24sAyv"
753,Kisan Punjab News Today | farmers ready to talk said if government will ... https://t.co/gzkSaRasva via @YouTube
754,@91LOUISSUN the farmers that keep coming past in their tractors disagree 🥴
755,"BUT PL REPLY WHEN #FARMERS ARE NT TECHNICALLY QUALIFIED REG ELECTRONIC PAYMENT STSTEM ,NT CONVERSANT WITH INDIAN CO… https://t.co/U3PjHYVa56"
756,"@narendramodi Always with you modiji 🙏🏼

#Farmers_With_Modi_Ji 
#ModiWithFarmers 
#ModiAssuresFarmers
#விவசாயிகளின்_நண்பன்_மோடி"
757,@narendramodi @nstomar Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
758,@suk_dhami @sukhmanwalia94 @diljitdosanjh I also understand that these laws have no value till intent is not existi… https://t.co/HtqMIj45Fb
759,@BJP4Himachal BJP has and will stand with farmers.. Farm bills will make Kisan prosperous and prosperous India..
760,@narendramodi @nstomar Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
761,"@SinghGuramrit1 @diljitdosanjh @narendramodi Small farmers have no hope in india ,have to pool ,make big farms . sm… https://t.co/N8EniCSidN"
762,“There is a need to push farmers into crop diversification while protecting their assured income. Crop insurance sc… https://t.co/I3GCqsXZ4R
763,"@KiranKS @narendramodi Hard to believe 

But  finally our farmers can get the right value for the produce"
764,"@Luvvie $15.10 is mid mgmt pay in most small farms (ie the ones doing their best to be sustainable, rebuild the soi… https://t.co/0IQoSdiOul"
765,@narendramodi @nstomar Go ahead with farm reforms full throttle!! Some punjab farmers have doubts and questions. Clarify and move on.....
766,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/YWeGrSrLAX
767,"@mkatju Sir we are Farmers not Mosquitos, have some respect aap sab kissaano ka khi ugaya hua khate ho."
768,"Save farmers 
#BoycottJioSIM #ModiSellingFarmers
#SadaHakEtheRakh #TakeBackFarmersLaws #SupportFarmars… https://t.co/YCZMfh90B2"
769,@Leaver_Now @izzysdad22 @Iloveautumn2 @stonewall007 @w_weinstein @StarBlades @johnredwood So you don’t admit there… https://t.co/y8Q6hdao4q
770,"Save farmers Save food save future 
#FarmersDoneWithModiJumlasਇਹ ਕੀ ਨਵਾਂ ਸੱਪ ਕੱਡਤਾ https://t.co/LUjLofpoOJ"
771,"@ndtv Great drama 
If they really feel for farmers they were in Delhi"
772,@narendramodi @nstomar I want India’s multi-millionaire farmers - many of whom are behind the alleged “protests” -… https://t.co/4GyXkDfOUY
773,@BenHoffmanNYT In eastern NC there's a healthy dutch population that moved here from NY a generation or two ago. Fi… https://t.co/hComONZ7Bc
774,"@KanganaTeam Yes kangana ji u r absolutely right.
Ye anti-social elements pure zor se Sharif kissano ko behka rahey… https://t.co/VzNDAOmH9C"
775,@timesofindia Try to understand the situations. I think there is no need to do show off. If they really want to do… https://t.co/mIUL68PCZv
776,I support our farmers#khalsaaidindia
777,"When the Prime Minister has to tweet in several languages &amp; ask people to ""Spread it as much possible"", it shows ho… https://t.co/wFksVPuENm"
778,@Alyssa_Milano and this money is coming from you  as you starve cause you paid the farmers not to grow vegetables o… https://t.co/nH8I0RtceE
779,@PunYaab People without eyes can feel and see this pain of farmers but our own government who we voted for can’t se… https://t.co/9j7XJ0KM5F
780,@ttindia @INCIndia should apologise for using  farmers as pawns in the political game
781,"In a letter to the farmers' brothers and sisters, Agriculture Minister Narendra Singh Tomar expressed his feelings… https://t.co/prpesKfNWK"
782,@AmritaS96955612 @KanganaTeam What’s your thoughts about rape cases ?? Why she is not speaking on rape cases? Becau… https://t.co/RSwzlkeHPC
783,@shantanu1408 @KanganaTeam @nstomar @NitishKumar You should mention about the mocking to those who do. Stop diverti… https://t.co/UcGGsB72qu
784,@Navneet95750984 @BhagwantBs @lkular001 @diljitdosanjh Why most farmers are welcoming this bill ?
785,For govt &amp; Sold Media Bengal's politics more important than farmers who r protesting in extreme cold weather condit… https://t.co/ChyASgh5eR
786,@narendramodi @nstomar I want India’s multi-millionaire farmers - many of whom are behind the alleged “protests” -… https://t.co/QGZ3eN9nxi
787,@Anirudh_Bankura @diljitdosanjh terese puchaa kya........we stand for farmers rights. SC also said framers have rig… https://t.co/e1nrewiQ1b
788,"@AdvaitaTattva @Manpree03806709 @vinodlal30 @SinghLions @KanganaTeam Wearing pagdi is a superstition????🙄🙄
Chomu th… https://t.co/yNMUfZSLzB"
789,OvEr RaTeD &amp; iN a FaRmErS lEaGuE 😴😴 https://t.co/OYRxAtbkrr
790,Creation of Eastern Security Network is the best thing that has ever happened to our parents mostly Farmers in Biaf… https://t.co/4epEpHrwSC
791,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/JUZQDd6QkS
792,"Land reforms must be revisited, and they should benefit the marginal and small farmers, said Gian Singh, former eco… https://t.co/YyAbXdWsuF"
793,"Bamboo growing wild in the farm country of La Crau, Provence, France. Farmers actually collect this to make fences… https://t.co/ef6ycc8I5f"
794,Enough of the verbal assurances and rhetorics! The Kisans have understood the intent behind the Anti Farmers Bills… https://t.co/oJA7dcTFOM
795,"✍️Sometimes we should listen to the taxi drivers, cocoa farmers and then the market women Cos they know more than w… https://t.co/eupSE2WkqF"
796,@RocklineAdv @KanganaTeam Evryone in Punjab Hindu Sikh Muslim Christian Business man  Scholars Students Labourers e… https://t.co/omOtxFOkOO
797,@Navneet95750984 @BhagwantBs @lkular001 @diljitdosanjh Why only FEW farmers are agitated?
798,@pankajbajp16 @INCIndia Is this the time for passing casual remarks.... Or talking about farmers??
799,"Good morning, Lovely Farmers Market Shoppers - https://t.co/lh4CGZKZSf"
800,@Multanii12 @ArunVis53451302 @AdaniOnline I m asking u can farmer forced to sell to private player or enter into th… https://t.co/BD3CoZutoi
801,Babu Maan responds to Modi in a farmers' sit-in at Delhi https://t.co/IPWe4czKHw via @YouTube
802,@Josh47271697 @ramukatri @ShashiTharoor It burns congi stooges when questioned their 70 years monopolized ruling bu… https://t.co/uOGf1xfa9M
803,@ErnestMalley @kreuger62 @DWB55 @OiDatsMyLeg @Maynardgcrabbs @olly2518 @MoseleyMAJ @East_Approaches @soave1000… https://t.co/BPLglbtPl2
804,Let’s speak up for farmers #FarmersDoneWithModiJumlas https://t.co/4r288tdanx
805,"Of all the responses to the farmers' objections to the farm laws, perhaps the dumbest is ""why worry about things th… https://t.co/dNpxBja4lQ"
806,@suk_dhami @sukhmanwalia94 @diljitdosanjh It is nevwr one entity. You are still giving in mandi like always. It is… https://t.co/2NUIytG9d1
807,@aev1609 @BorisJohnson @michaelgove If there’s going to be more demand from the internal UK fresh food market due t… https://t.co/TfKzYRutKq
808,"#AmitShah's Lunch At Bengal Farmer's House Even As Protests Over #AgriLaws Continue At Delhi Borders

Details:… https://t.co/It0AV5X5VX"
809,"With folded hands, PM Modi urges Opposition not to mislead farmers
https://t.co/moJSz5tlWT

via NaMo App https://t.co/NB4qLfvdnR"
810,"@aajtak Boycott Bollywood! Dont watch Bollywood movie and listen to their song! Request aa punjabi veero bhano, Sad… https://t.co/2RABxeA1x3"
811,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/g6mVFbayZr
812,Look at developed nations for examples. Farmers should ideally sell their produce to companies directly. Why should… https://t.co/cYDb4kKCmQ
813,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas
Right g https://t.co/LYq0yKqeR2"
814,"@shantanu1408 @KanganaTeam @nstomar @NitishKumar A lot of migrants from Bihar and UP have enough land, just that re… https://t.co/Q5C5fVH147"
815,"Will bow my head in front of farmers, will discuss every issue, says PM Modi
https://t.co/R5OiER6WkY

via NaMo App https://t.co/xsRdAzLS5i"
816,@suhib_ayyad Well done farmers 👍
817,"@Workholic28 @chetana_cg @BhavikaKapoor5 Why do u post without reading?

From the report:

""The farmer leader clari… https://t.co/K8S0RNid6w"
818,@narendramodi @nstomar We trust you  @narendramodi ji. These new laws will be Life changer of our farmers.
819,@sandeep33654692 @BhagwantBs @lkular001 @diljitdosanjh Why do you care so much about Pakistan...the matter here is… https://t.co/Vtld547Wbe
820,"Whatever your political opinions on Farm Bills are, but if Farmers being on roads in this ice cold weather doesn't… https://t.co/x4jMbPXx2N"
821,@KanganaTeam If farmers have concerns they are free to express. Your not a farmer so how do you know the practicali… https://t.co/tHVNadW6AR
822,@ThtKashmiriGuy @VertigoWarrior How on earth the Supreme Court is silent in this murder ???? Honourable SC interven… https://t.co/uItAqLryo0
823,@ManuelJ00895029 @ANxUTD @wizzystarboy3 Agaisnt farmers you mug.
824,"PM Modi says farmers a priority for NDA, offers dialogue to resolve issues
https://t.co/CbTHnYNI5S

via NaMo App https://t.co/YPp7Z0m9eY"
825,"Kisan from Punjab &amp; Haryana - Vadra Congress farmers But #West UP farmers - Who are - खाँमे खाँ ?
Lost of time on t… https://t.co/8zANbyT8R3"
826,@Pranjalpratyush They are in india helping farmers and they are always the first ones to help in india in Kerala wh… https://t.co/g1U8Q1VqN9
827,@ndtv @AmitShah Amit shah and modi kill a farmers. #FarmerDyingModiEnjoying
828,"Farm laws have not been introduced overnight: PM Modi tells MP farmers
https://t.co/bgVSrsaeUj

via NaMo App https://t.co/CqCVnG6p82"
829,They will keep trying to divide . But Farmers will stand together ... and #IStandWithFarmers https://t.co/yyYQcqTOVF
830,@Mdzeeshanayyub It's not only you support #DalalFarmers but all #IslamicTerrorist and their followers are supportin… https://t.co/gXHctRmpt5
831,"@_Eng1ish Makes me wonder why they don't all move to the African continent.
Maybe they will be as well treated as t… https://t.co/PtbVHm33xg"
832,"SCARCE loves rewarding its users &amp; hodlers. So, it opens many doors to the farmers for earning the maximum yield on… https://t.co/smTOpb7AhA"
833,"‘You can keep all the credit’: PM Modi attacks opposition over farmers’ protests
https://t.co/Ilq77HXcnM

via NaMo… https://t.co/tbkmwl6jEY"
834,@narendramodi Or have an actual talk with actual farmers
835,Palestinian farmers injured in an assault by Israeli settlers in the south of the West Bank -… https://t.co/FFGthRttof
836,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/2CspF9Yr9D
837,"This is all pretense. People of Bengal understand everything, please do not pretend, if something is to be done, he… https://t.co/jlqeaY89b1"
838,"New farm laws will free the farmers, help increase their income
https://t.co/nQDqu9QtWl

via NaMo App https://t.co/BfycpWoCpT"
839,"@mindmusclebalan Farmers walks are hard af, I started doing these with shrugs as well...

Traps were on fire 🔥"
840,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/MbbLpYso7d
841,"@BCCI 
Team India must have joined the Farmers Protest 

36 All Out lowest score ever ! 

They won’t win again unti… https://t.co/zwkjsOYtmz"
842,Farmers protest: Modi fails MSP fact-check - Telegraph India #FarmersProtest  #DigitalKisan  #DigitalKisanMorcha  https://t.co/B3Abb74QtI
843,"Protect the crops grown by our farmers. Don't destroy their source of earning.

#SWM_में_अमरूदमंडी_निर्माण_करो… https://t.co/VZUyg4tgow"
844,"No Farmers No Food
#FarmersDoneWithModiJumlas https://t.co/h2yLCwak4l"
845,Support humanity support farmers #FarmersDoneWithModiJumlas https://t.co/KluPic5CpS
846,@KanganaTeam We are mature enough to understand. We stand with them (farmers). You have all the rights to speak &amp; a… https://t.co/TsMBYM2tSt
847,Lies of Godi media exposed again! Those who met with PM Modi in Kutch were not farmers but BJP activists https://t.co/RvyMtC86T6.
848,"@Sunil59Bhatt @BahujanSwabhim1 @diljitdosanjh In India where farmers are sitting, kindly enlighten me with any news… https://t.co/gjvfkmI01I"
849,"Let's understand data about Indian farmers, suicides, subsidies and agricultural land. 

Swipe right to know more… https://t.co/KtpJAlYK3D"
850,@ramanmann1974 We should keep in mind;fighting with anti farmers big think tank busy in creating rift or sabotage t… https://t.co/XB4mpBTuMw
851,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas https://t.co/hMgk0KwQCj"
852,"Please stop these jumals and give the farmers what they deserve ⁦@AmitShah⁩ 
#JumlebaazShah https://t.co/PkL50zjfqG"
853,"@tamil__gokul Very good farms laws announced by govt
Prime minister yesterday told that if there is any discrepance… https://t.co/8VVoxfnsU6"
854,@ndtv Millions of farmers sitting on agitation on the border of national capital but these so called never went to… https://t.co/1f7E2CShkT
855,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas
ਉਹ ਕਿਸ ਤਰ੍ਹਾਂ। ? https://t.co/liZp2gTPCz"
856,@pradeepkapoor45 I can only say one thing Pradeep and that is that you will be proved wrong about your assessment a… https://t.co/478odr4pMX
857,@jvidyasagar Not even former farmers
858,"Bit of Christmassy music at the Ashton-on-Ribble Farmers Market this morning

@blogpreston @MarketingLancs… https://t.co/O5jMCduQ5v"
859,@kaushikcbasu So @kaushikcbasu as per ur analysis small farmers were happy without farm laws? Then why are they com… https://t.co/IQ2MvkKrq6
860,@PiyushGoyal these farmers have not yet got the money for the land acquired by railway..why @RailMinIndia looting t… https://t.co/8T1QqIdi9m
861,"@AmitShah delhi ke kisan to apke hi pass te khana kha lete ek bar acha hota, And 22 Farmers Death is not see you  b… https://t.co/DNz7UskMeb"
862,@AmitShah @HardeepSPuri Covid 19 guidelines only for farmers
863,"@BJP4India 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does… https://t.co/dsxsBBLiXf"
864,"@Jaythirdattempt @rajeshwarbal1 @anbokshi @KanwalSibal Firstly.Stop calling farmers as blackmailers,they can return… https://t.co/SPCxFJjZtf"
865,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/LPkiuR6GeK
866,"With folded hands, PM Modi urges Opposition not to mislead farmers
https://t.co/S4N4IY2qXL

via NaMo App https://t.co/7a2mhKtGAc"
867,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas
Right g https://t.co/xEjMMLepcg"
868,"A morning at farmer's protest site...
📍Singhu Border 

#FarmerProtests #FarmersBill2020 #Farmers… https://t.co/NHXqGmuvDQ"
869,"@ndtv 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does not g… https://t.co/SXe4Dq2Mvy"
870,Had the honour of meeting him in 2003. He was agitated at rising power costs of farmers. Explained farmer needed wa… https://t.co/EjGKuPq4Ck
871,"@GulPanag @unitedsikhs Sorry, these well fed farmers have me.see
Made life hell of Tax payers."
872,Adani paying for modis add against farmers 😂 ... nd this namak hraami news paper posting  @narendramodi… https://t.co/VJGolWqNMI
873,"Will bow my head in front of farmers, will discuss every issue, says PM Modi
https://t.co/ZnhoLSWDYB

via NaMo App https://t.co/NhPkZf6SQN"
874,"@Abhilash4BJP 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer do… https://t.co/CmcxwlGc1n"
875,"we are farmers
#FarmersDoneWithModiJumlas https://t.co/d5UYI7sTbA"
876,And who picks the fruit and Veg! The people that the xenophobic ultra right idiots and their gullible followers vot… https://t.co/cuTs0UzdTr
877,Homage to the Precious lives of farmers sacrificed in the Alter of BJP Government the Denied Democracy. ⁦… https://t.co/399KfpFWhE
878,"This is amazing @poojansahil 
Absolute solidarity with our #farmers 
Bella Ciao https://t.co/dVdGMrhkKF"
879,"@aajtak 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does not… https://t.co/G6twAUjwnX"
880,"We Stand With Our Farmers
#SWM_में_अमरूदमंडी_निर्माण_करो"
881,"@charmyh @ShashiTharoor They aren't farmers, they are bought on daily wages to voice protest, they are innocent peo… https://t.co/uxGXD2r9MY"
882,"PM Modi says farmers a priority for NDA, offers dialogue to resolve issues
https://t.co/UDFavCNdgi

via NaMo App https://t.co/BtBEbdDemp"
883,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/nENYOdIWhn
884,@para_grp culminating project for 2020! What a way to end the year with #BAZAARdagulan auction for Negros farmers… https://t.co/EkAFuvP3hs
885,"Farm laws have not been introduced overnight: PM Modi tells MP farmers
https://t.co/89jIGh7uhm

via NaMo App https://t.co/gFPjP4ByJQ"
886,"@Sumit67969958 @priyankmtr @nisargandh @harbhajan_singh @narendramodi 🤣 bhai is liye pala bill read karo
Usme clear… https://t.co/6EeK3z54y2"
887,"#SikhsLoveJinnah
Sikh Farmers of india calling Jinnah for their freedom rights"
888,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/jSWATdYMUX
889,"#FarmerProtest

https://t.co/mtQCszw0V0 

Shared by Indian Express android app. 
Click here to download 
https://t.co/vcGHNPqSN1"
890,@mini_razdan10 These are the genuine farmers and they are very right it is getting very cold and  they should give… https://t.co/gpffNVeuzI
891,"@harbhajan_singh @narendramodi @PMOIndia They are loyal to Ambani, they have nothing to do with the farmers."
892,"‘You can keep all the credit’: PM Modi attacks opposition over farmers’ protests
https://t.co/WOq8BXatgW

via NaMo… https://t.co/wZcZJPaVnk"
893,@Multanii12 @ArunVis53451302 @AdaniOnline Proposal is in writing thts wht farmers asked.Thn suddenly seeing govt ag… https://t.co/QPJZ2U7UVa
894,Farmers Start 'Informal School' For Local Slum Children At Singhu Border Protest Site. https://t.co/sEWxR2YYyR
895,@Kanhaiyafc Farmers 🚜
896,"New farm laws will free the farmers, help increase their income
https://t.co/KUR5RpnJvj

via NaMo App https://t.co/tpF9Kr1DV4"
897,The latest GROWW ® CHRONICLES! https://t.co/MCb0WdyBPK Thanks to @ashtonofdubs @jacquel89273480 #gogreen #farmers
898,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/5iJLqCeFPp
899,PleaseSupprt Farmers #AmitShahInBengal
900,"Reality of farmers protest in India #5×
#FarmersDoneWithModiJumlas 
#voiceoffarmers https://t.co/CS4mR3SsnR"
901,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas
Thanks g spotted for farmers https://t.co/Pj2cLXBfNP"
902,@AmitShah That is farmers strength.. We are eating half year hardwork of farmers for one crop.. Rice amazing
903,"Minimum support price (MSP) is the only risk-management instrument available to farmers.
https://t.co/yfWbb5knG1"
904,"@AlkaJacob @sardesairajdeep @MamataOfficial Farmers are not only in Punjab,"
905,@ks_mikey Left 40 mins ago but wasn't that busy. Only 5 or 6 shoppers outside. But bear in mind it's Farmers' Marke… https://t.co/c4yMjwKKw0
906,"@KanganaTeam How is attacking farmers and insulting an old lady who works in her own field, on her own terms, can b… https://t.co/Kr8NB8kdbo"
907,"Raw exclusive video by Ashu the dreamer from ground zero of farmers' pain &amp; agony. 
https://t.co/oaGXXObugN"
908,"Farmers across the country want one thing: The Union government's support. Without it, they say, the agrarian econo… https://t.co/17EZknhQZC"
909,Why is Kangana doing Khalistan Khalistan again and again. This is the problem of the farmers. It includes people of… https://t.co/DL9ds8U4LL
910,"Farm laws have not been introduced overnight: PM Modi tells MP farmers
https://t.co/WgT7WQ2Gzw

via NaMo App https://t.co/xO7W4nvtxg"
911,"‘You can keep all the credit’: PM Modi attacks opposition over farmers’ protests
https://t.co/behbQzVRZ5

via NaMo… https://t.co/dnNm5goNMU"
912,"New farm laws will free the farmers, help increase their income
https://t.co/3JQvcAwLcT

via NaMo App https://t.co/oliQVSaApG"
913,@DKDRAAJAANI @Dalvirsingh01 @ndtv @PMOIndia You must be talking about these people who are sitting with green scarf… https://t.co/stNvpuaJYl
914,Two demagogues (Modi &amp; Amit Shah) and two Oligarchs ( Ambani &amp; Adani) is all that was required to take complete con… https://t.co/wwz7MdbeIj
915,The Ag community always steps up! Thank you @PEIPotatoBoard (which represents all the potato farmers on PEI) for th… https://t.co/PITRhnx7L8
916,@mohan71105 #CJI refused to entertain complaints against those named in #PanamaPapers and #BirlaSaharaDiaries.In Pa… https://t.co/8XOpNpvo3v
917,@WalesGaz Well done winning... I fear you may have a little gambling problem betting on farmers leagues tho mate 😂
918,Indian Cricket Team supported Farmers' proteste. They refused to score during Australia-India test series and got a… https://t.co/ueT8AA9AkY
919,@timesofindia By allowing protesting Farmers
920,The increase of 100 rs in non subsidized gas cylinder is nothing but the Govt telling you that you'll be penalized… https://t.co/41q1Y5Ry2x
921,@KanganaTeam You are betraying farmers calling them as terrorist #KanganaRanaut you are doing this to gain fake pub… https://t.co/nF7IBHrqkm
922,"Guest Column: Farmers prove their resilience, but need to optimise outcomes
https://t.co/dmzjuCoOYm"
923,@MamataOfficial is there no farmer in WB ? There is BJP thrash only why farmers cannot come to thrash BJP
924,"55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does not grow fr… https://t.co/rHbV1FAwgf"
925,"Keep supporting farmers...
#FarmersDoneWithModiJumlas
#farmersrprotest 
#FarmersDoneWithModiJumlas… https://t.co/1r76mWC1mf"
926,Creation of Eastern Security Network is the best thing that has ever happened to our parents mostly Farmers in Biaf… https://t.co/sYfiNQ6gCn
927,Visited to Ranipet District solingar Union Farmers to explained about the MODIJI sarkars Three New Agriculture Law… https://t.co/EC2hEFqtzm
928,I support farmers #FarmersDoneWithModiJumlas
929,"Breakfast and lunch, at the same time if you like, at today’s @FarmFreshRI Winter Farmers Market at 10 Sims Avenue… https://t.co/8i4gvPkDAj"
930,"@ndtv @AmitShah Better to have a luch at sindhu boarder with the protesting farmers, have guts Mr. 'chanakkya'"
